artist,total_days,median_danceability,median_energy,median_loudness,median_speechiness,median_acousticness,median_liveness,median_valence,median_tempo,cluster
Joni Mitchell,1.0,0.405,0.152,-13.901,0.0395,0.979,0.104,0.383,61.34,5
JACKBOYS,176.0,0.643,0.594,-5.191,0.225,0.071,0.163,0.309,123.342,3
Olivia Rodrigo,87.0,0.376,0.43,-6.585,0.0328,0.0902,0.0912,0.129,77.59899999999998,7
DJ Diddy,1.0,0.8440000000000001,0.573,-4.046,0.0623,0.07400000000000001,0.104,0.435,120.04,1
Likybo,6.0,0.6890000000000001,0.701,-9.477,0.237,0.314,0.123,0.37,94.982,7
Rush,1.0,0.536,0.901,-7.211,0.0374,0.00145,0.06,0.6659999999999999,87.559,1
Matthew Wilder,15.0,0.917,0.588,-11.047,0.0607,0.195,0.0914,0.828,110.077,7
Surfaces,86.0,0.878,0.525,-6.832000000000002,0.0578,0.183,0.0714,0.6940000000000001,112.022,8
K CAMP,45.0,0.915,0.556,-8.601,0.21600000000000005,0.0145,0.0733,0.67,148.964,8
Hayley Williams,2.0,0.79,0.599,-7.417000000000002,0.0431,0.218,0.118,0.362,109.978,8
Jack Harlow,81.0,0.911,0.6475,-7.112499999999999,0.14735,0.0985,0.20350000000000001,0.8454999999999999,126.5065,3
Porter Robinson,1.0,0.542,0.684,-5.8439999999999985,0.0508,0.0997,0.125,0.442,95.004,8
The Kid LAROI,12.0,0.7935,0.5965,-7.62,0.0948,0.01139,0.1018,0.42700000000000005,139.95850000000002,8
Pop Smoke,109.0,0.6409999999999999,0.7440000000000001,-5.402,0.244,0.142,0.196,0.612,142.054,9
Powfu,60.0,0.726,0.431,-8.765,0.135,0.731,0.696,0.348,144.026,4
Brent Faiyaz,51.0,0.764,0.396,-8.566,0.159,0.227,0.12,0.475,92.006,7
Ashe,53.0,0.5720000000000001,0.406,-8.624,0.0427,0.5870000000000001,0.102,0.265,119.812,0
Ozzy Osbourne,2.0,0.472,0.996,-0.578,0.16,0.00687,0.392,0.114,117.004,6
SAINt JHN,49.0,0.784,0.721,-5.457000000000002,0.0506,0.0149,0.285,0.895,121.966,9
G Herbo,45.0,0.883,0.8079999999999999,-3.158,0.183,0.0317,0.207,0.805,119.012,9
Delacey,14.0,0.677,0.878,-3.497,0.213,0.0883,0.154,0.227,90.04799999999999,1
BENEE,42.0,0.863,0.631,-4.689,0.0534,0.305,0.123,0.8170000000000001,128.977,8
Dixie Chicks,2.0,0.6809999999999999,0.728,-7.317,0.0513,0.00624,0.055,0.693,131.017,8
Jay Electronica,3.0,0.483,0.6815,-9.4225,0.418,0.01645,0.373,0.6995,127.7295,6
DripReport,27.0,0.903,0.327,-9.727,0.0877,0.26,0.108,0.274,100.008,7
Kenny Rogers,2.0,0.6709999999999999,0.501,-13.119000000000002,0.0594,0.342,0.194,0.86,87.04,0
Dolly Parton,1.0,0.618,0.412,-12.075,0.0368,0.675,0.0886,0.74,203.933,0
Murda Beatz,3.0,0.743,0.55,-6.521,0.436,0.42,0.162,0.564,141.864,3
Surf Mesa,11.0,0.674,0.774,-7.567,0.0892,0.0686,0.393,0.33,112.05,6
Bill Withers,7.0,0.619,0.411,-11.444,0.0667,0.493,0.109,0.5,78.414,0
Turbo,1.0,0.787,0.518,-8.084,0.268,0.541,0.132,0.327,91.344,7
Grouplove,6.0,0.56,0.936,-5.835,0.0439,0.00847,0.161,0.371,112.96,1
John Prine,3.0,0.585,0.277,-14.231,0.0318,0.67,0.114,0.481,140.666,5
Leon Bridges,2.0,0.693,0.259,-7.917999999999998,0.0372,0.448,0.0995,0.361,88.97200000000002,0
The Strokes,11.0,0.579,0.7140000000000001,-4.455,0.0364,0.0136,0.111,0.358,119.894,1
Bankrol Hayden,2.0,0.888,0.516,-10.228,0.41,0.14800000000000002,0.106,0.606,127.803,7
