,rank,date,artist,title,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,days
186631,48,2019-07-26,YBN Cordae,RNP (feat. Anderson .Paak),"481,426",0.611,0.7140000000000001,9.0,-4.696000000000001,0.0,0.856,0.184,0.0,0.145,0.628,196.043,spotify:track:5lw8Mgb4LyhriPIC86gV6e,175828.0,4.0,14.0
186637,54,2019-07-26,Chance the Rapper,I Got You (Always and Forever),"466,607",0.7509999999999999,0.856,7.0,-3.29,1.0,0.267,0.13699999999999998,0.0,0.12,0.574,101.932,spotify:track:333OkWOgbV6C8I5wRLfuSx,281182.0,4.0,5.0
186647,64,2019-07-26,Chance the Rapper,Roo,"427,967",0.5429999999999999,0.753,1.0,-7.395,1.0,0.287,0.22699999999999998,0.0,0.106,0.183,90.535,spotify:track:5LWprrbySabBAMm0aE447a,171944.0,4.0,5.0
186648,65,2019-07-26,Chance the Rapper,Handsome,"421,557",0.8690000000000001,0.607,6.0,-6.192,0.0,0.33299999999999996,0.025,0.0,0.0906,0.531,160.011,spotify:track:1xsP6AITcWNigBYBYVnVZw,173489.0,4.0,13.0
186650,67,2019-07-26,Chance the Rapper,The Big Day,"409,625",0.654,0.64,3.0,-7.267,1.0,0.305,0.321,0.039,0.157,0.8220000000000001,76.127,spotify:track:0XPpkGBVE0QIOGSvW1nMEz,242465.0,4.0,5.0
186651,68,2019-07-26,NF,Change,"408,011",0.784,0.753,6.0,-4.099,0.0,0.213,0.43799999999999994,0.0,0.16699999999999998,0.532,116.959,spotify:track:4cBlIM5AjnQ74f52Dv7T5K,234074.0,4.0,6.0
186657,74,2019-07-26,Trippie Redd,Mac 10,"394,505",0.79,0.629,9.0,-7.172000000000001,1.0,0.138,0.179,0.0,0.35600000000000004,0.833,124.06299999999999,spotify:track:4e34Qq2lkp92egwgjacVcT,127742.0,4.0,36.0
186664,81,2019-07-26,Chance the Rapper,Ballin Flossin,"385,124",0.9259999999999999,0.498,11.0,-7.931,0.0,0.0899,0.0259,2.92e-06,0.49200000000000005,0.7659999999999999,125.008,spotify:track:4pnIUqhf1AQMFrJPd4BbrT,169549.0,4.0,7.0
186665,82,2019-07-26,NF,My Stress,"383,911",0.653,0.7959999999999999,7.0,-4.05,0.0,0.245,0.24,0.0,0.10800000000000001,0.405,160.026,spotify:track:0aQA9DP54h37OevE7hRc2a,252712.0,4.0,5.0
186676,93,2019-07-26,Chance the Rapper,Let's Go On The Run,"362,542",0.78,0.708,9.0,-5.111000000000001,1.0,0.405,0.134,0.0,0.046,0.66,164.979,spotify:track:4LvRT9c5IKxC8GHVPAAaHb,221272.0,4.0,5.0
186679,96,2019-07-26,NF,Nate,"359,738",0.48100000000000004,0.852,11.0,-4.109,0.0,0.441,0.6609999999999999,0.0,0.365,0.537,84.79899999999999,spotify:track:1SDtZ69uALD5zW8k9S8hTf,302120.0,4.0,4.0
186682,99,2019-07-26,Bryson Tiller,Blame,"353,350",0.73,0.38,11.0,-8.558,0.0,0.0988,0.0319,4.93e-05,0.12,0.32299999999999995,114.973,spotify:track:6S5dMjMifQYmyTu1mX4f8P,127029.0,4.0,1.0
186684,101,2019-07-26,Chance the Rapper,Big Fish,"349,839",0.8220000000000001,0.598,4.0,-6.803999999999999,0.0,0.37,0.319,0.0,0.109,0.595,176.046,spotify:track:1CHhAINmT48RpXE5owAo3Q,186784.0,4.0,5.0
186688,105,2019-07-26,Chance the Rapper,Slide Around,"337,012",0.8690000000000001,0.67,11.0,-5.505,0.0,0.215,0.0912,0.0,0.0955,0.49,162.999,spotify:track:0QBRshHeQLEThdj2TqxM9n,270992.0,4.0,7.0
186692,109,2019-07-26,NF,Returns,"330,908",0.653,0.828,5.0,-4.502,0.0,0.312,0.406,0.0,0.11,0.7090000000000001,75.684,spotify:track:2uEuo87JC9tc1dzmPUtOxj,232053.0,4.0,4.0
186693,110,2019-07-26,Future,Undefeated (feat. Lil Keed),"327,909",0.855,0.561,2.0,-5.105,1.0,0.27699999999999997,0.00135,0.0,0.187,0.408,157.016,spotify:track:6FZjiSBSQoj1geAgXjvqez,156467.0,4.0,3.0
186697,114,2019-07-26,Chance the Rapper,Photo Ops (Skit),"325,829",0.7070000000000001,0.40299999999999997,9.0,-10.662,1.0,0.89,0.625,2.42e-06,0.73,0.631,106.861,spotify:track:10depzcgVJIbEJepVhblzF,75662.0,3.0,2.0
186703,120,2019-07-26,NF,Only,"321,273",0.868,0.654,9.0,-4.832,0.0,0.0766,0.20800000000000002,0.0,0.187,0.299,138.02,spotify:track:5lehoWkVPujeOAwb8BO0uK,225440.0,4.0,4.0
186707,124,2019-07-26,Majid Jordan,Caught Up (feat. Khalid),"317,080",0.6779999999999999,0.43799999999999994,9.0,-8.847000000000001,0.0,0.0577,0.29,0.0,0.0838,0.501,81.498,spotify:track:1opARDDYaOeE1QUdwXmBGu,247546.0,4.0,1.0
186724,141,2019-07-26,NF,Let Me Go,"293,348",0.5539999999999999,0.337,9.0,-9.503,1.0,0.19699999999999998,0.456,6.18e-06,0.115,0.13699999999999998,173.877,spotify:track:2PqSOrlabozEH6KXs7BvQr,277777.0,3.0,1.0
186726,143,2019-07-26,Chance the Rapper,5 Year Plan,"289,996",0.672,0.598,10.0,-8.267999999999999,1.0,0.319,0.773,1.66e-06,0.355,0.466,84.01700000000001,spotify:track:2Jv5zlZ7iCZP7K1j26izha,257816.0,4.0,4.0
186729,146,2019-07-26,DJ Snake,"Fuego (with Sean Paul & Anitta, feat. Tainy)","288,302",0.8190000000000001,0.8590000000000001,8.0,-6.263999999999999,1.0,0.22399999999999998,0.0244,0.0,0.0916,0.612,104.906,spotify:track:660eekzsNZ7sdATvfIsAkR,195429.0,4.0,1.0
186733,150,2019-07-26,NF,Hate Myself,"286,213",0.5329999999999999,0.84,9.0,-5.2829999999999995,0.0,0.16699999999999998,0.23399999999999999,0.0,0.114,0.361,116.882,spotify:track:5PdEiev2BkKiZtZFcNKjfM,260253.0,4.0,2.0
186735,152,2019-07-26,YBN Cordae,Broke As Fuck,"284,403",0.616,0.669,1.0,-5.791,1.0,0.32,0.0298,0.0,0.127,0.275,154.056,spotify:track:1faIb3PPSzEifCHUOJ691R,196112.0,4.0,14.0
186740,157,2019-07-26,Chance the Rapper,Get A Bag,"279,568",0.698,0.715,11.0,-5.17,1.0,0.0841,0.00375,0.0,0.0887,0.679,153.981,spotify:track:3NEjuId3qYDT482ykUBbeI,201079.0,4.0,4.0
186747,164,2019-07-26,NF,Time,"275,112",0.677,0.688,0.0,-4.058,0.0,0.0633,0.138,0.0,0.114,0.198,98.04899999999999,spotify:track:6MxMqCgqmekcr0VwSU7AVH,240429.0,4.0,1.0
186752,169,2019-07-26,NF,I Miss The Days,"270,601",0.7190000000000001,0.768,11.0,-5.6579999999999995,0.0,0.19,0.345,0.0,0.10400000000000001,0.0979,137.887,spotify:track:3ebfDw8WEbf0DxGh47R2lo,269185.0,4.0,1.0
186757,174,2019-07-26,NF,No Excuses,"264,022",0.727,0.642,1.0,-4.915,1.0,0.087,0.0291,0.0,0.0815,0.35100000000000003,162.935,spotify:track:7ssFG94tZHpX9vbIFM0GVH,201720.0,4.0,1.0
186761,178,2019-07-26,Russ,SUMMER AT 7,"260,031",0.57,0.713,11.0,-5.374,1.0,0.0518,0.755,0.0,0.0897,0.45799999999999996,89.064,spotify:track:5iVMvLDFM5UBqq2h1ouHoe,174667.0,4.0,1.0
186769,186,2019-07-26,NF,Options,"253,445",0.8079999999999999,0.768,8.0,-4.899,1.0,0.099,0.523,1.98e-05,0.10099999999999999,0.32799999999999996,141.006,spotify:track:1Q3HtTFGxjmEljAw7Y0CaR,206040.0,4.0,1.0
186772,189,2019-07-26,Comethazine,FIND HIM!,"250,641",0.769,0.523,7.0,-9.762,1.0,0.273,0.08900000000000001,0.0,0.16,0.449,139.785,spotify:track:3S8hI4RwB6vQ8fgZZihtpv,102857.0,4.0,3.0
186776,193,2019-07-26,Chance the Rapper,Sun Come Down,"249,058",0.696,0.447,1.0,-9.36,0.0,0.341,0.12,0.0,0.701,0.11,94.02600000000001,spotify:track:6MHwMfBCNVCE49tBAVWNJK,215304.0,4.0,4.0
186781,198,2019-07-26,Rich Brian,100 Degrees,"243,937",0.7559999999999999,0.648,0.0,-5.287000000000001,1.0,0.0731,0.11800000000000001,0.0,0.515,0.657,80.979,spotify:track:2ZDpSQfBdgkooeXw6oj3Uz,166146.0,4.0,1.0
186783,200,2019-07-26,NF,Like This,"243,092",0.685,0.563,3.0,-5.456,0.0,0.0714,0.32299999999999995,0.0,0.111,0.3,85.501,spotify:track:5b1uZnebDRcR8XuBsDTPiO,207640.0,4.0,1.0
186900,117,2019-07-27,Chance the Rapper,Zanies and Fools,"303,775",0.763,0.758,7.0,-6.046,1.0,0.276,0.20800000000000002,1.83e-05,0.0614,0.358,117.975,spotify:track:500qWQEycoFAUVK8ijpD5O,323486.0,4.0,1.0
186901,118,2019-07-27,Chance the Rapper,Found A Good One (Single No More),"303,042",0.614,0.695,7.0,-7.032,1.0,0.285,0.0097,0.000288,0.062,0.565,124.456,spotify:track:37ufe1F2g1nOuI0z2sd6M4,258018.0,4.0,1.0
186924,141,2019-07-27,Chance the Rapper,Town On The Hill,"273,905",0.68,0.255,10.0,-11.93,1.0,0.0372,0.763,0.0484,0.0837,0.616,144.82299999999998,spotify:track:7ifYhq7BzEppaiYFi28xlH,179480.0,4.0,1.0
186928,145,2019-07-27,Chance the Rapper,4 Quarters In The Black (Skit),"269,785",0.71,0.19699999999999998,9.0,-13.431,1.0,0.9329999999999999,0.684,0.0,0.473,0.48200000000000004,130.378,spotify:track:4wL6dDN3b0pOtrgW8oExak,133758.0,5.0,1.0
187178,195,2019-07-28,NLE Choppa,Shotta Flow 3,"203,281",0.722,0.716,8.0,-5.257999999999999,0.0,0.377,0.00818,0.0,0.892,0.799,128.0,spotify:track:0OsYwz3SCLD98IvWfdLeRQ,181238.0,4.0,24.0
187577,194,2019-07-30,Kelsea Ballerini,Better Luck Next Time,"217,602",0.373,0.47700000000000004,8.0,-6.391,1.0,0.0819,0.226,0.0,0.0879,0.531,198.52200000000002,spotify:track:7vejWqYK7NFsxbxQsAjTrC,172371.0,4.0,9.0
187583,200,2019-07-30,Mustard,Ballin' (with Roddy Ricch),"215,686",0.809,0.545,7.0,-6.678,1.0,0.0735,0.392,0.0,0.151,0.244,97.008,spotify:track:3QzAOrNlsabgbMwlZt7TAY,180435.0,4.0,255.0
187772,189,2019-07-31,Tones And I,Dance Monkey,"218,091",0.8240000000000001,0.588,6.0,-6.4,0.0,0.0924,0.6920000000000001,0.00010400000000000001,0.149,0.513,98.027,spotify:track:2XU0oxnq2qxCpomAAuJY8K,209438.0,4.0,257.0
187984,1,2019-08-02,Ariana Grande,boyfriend (with Social House),"2,080,337",0.4,0.795,10.0,-3.7310000000000003,0.0,0.461,0.11900000000000001,0.0,0.159,0.7020000000000001,190.097,spotify:track:0Ryd8975WihbObpp5cPW1t,186107.0,4.0,120.0
187992,9,2019-08-02,Drake,Dreams Money Can Buy,"949,340",0.423,0.5870000000000001,6.0,-6.635,1.0,0.529,0.765,0.0,0.114,0.33,180.331,spotify:track:1qyFlfPREPbRcS2BNszdYI,253803.0,4.0,5.0
187995,12,2019-08-02,Drake,How Bout Now,"881,804",0.789,0.40399999999999997,1.0,-8.363999999999999,1.0,0.23,0.205,0.0,0.21899999999999997,0.47200000000000003,122.06200000000001,spotify:track:4n4BflhWjCHIxrI4v7Xt9s,235566.0,4.0,6.0
187996,13,2019-08-02,Drake,The Motion,"881,642",0.631,0.7879999999999999,4.0,-7.142,0.0,0.102,0.371,0.000317,0.10800000000000001,0.544,157.769,spotify:track:0Tacxc5lDJ8LwiO1pWNSl8,240957.0,4.0,6.0
187997,14,2019-08-02,Drake,Trust Issues,"847,187",0.42100000000000004,0.539,11.0,-5.456,0.0,0.27399999999999997,0.779,0.0,0.111,0.523,89.177,spotify:track:4Wjhj0WjkyECccfHVIgaTq,281519.0,3.0,6.0
188004,21,2019-08-02,Lauv,"fuck, i'm lonely","663,845",0.8059999999999999,0.5579999999999999,9.0,-6.46,1.0,0.0683,0.48200000000000004,0.0,0.0618,0.6779999999999999,95.016,spotify:track:09PGubKAMryhOWv1LHpCYz,198973.0,4.0,82.0
188007,24,2019-08-02,Drake,Days in The East,"642,136",0.733,0.361,1.0,-11.129000000000001,1.0,0.135,0.348,0.000285,0.0942,0.0361,94.902,spotify:track:4czcw3NVLY0of5hTD7OufN,353698.0,4.0,4.0
188010,27,2019-08-02,Drake,4pm in Calabasas,"625,868",0.743,0.66,4.0,-4.802,0.0,0.418,0.115,0.0,0.10099999999999999,0.5489999999999999,192.03099999999998,spotify:track:6C9SwoZ5OrxcvkntgA5t8s,240218.0,4.0,4.0
188012,29,2019-08-02,Drake,Club Paradise,"621,897",0.33799999999999997,0.7290000000000001,6.0,-6.419,0.0,0.102,0.758,3.24e-05,0.18,0.5429999999999999,184.174,spotify:track:6MR5IBSNfDmiwnrlQpVw4w,283816.0,4.0,4.0
188013,30,2019-08-02,Drake,5 Am in Toronto,"611,832",0.555,0.88,11.0,-4.325,0.0,0.265,0.0678,0.0,0.0723,0.391,87.195,spotify:track:0FnxK9FEAQyPJ284QcieNb,205264.0,4.0,4.0
188015,32,2019-08-02,Drake,Draft Day,"601,550",0.6729999999999999,0.81,8.0,-3.793,1.0,0.36,0.0322,0.0,0.133,0.564,166.084,spotify:track:3W3FVHEDetkiRkkGKDmdir,266325.0,4.0,3.0
188021,38,2019-08-02,Drake,Jodeci Freestyle (feat. J. Cole),"565,385",0.498,0.8440000000000001,2.0,-2.8339999999999996,1.0,0.268,0.0111,0.0,0.102,0.282,88.435,spotify:track:2xUHiyGeGrWmmfv7NbDTWC,254022.0,4.0,2.0
188027,44,2019-08-02,Drake,I Get Lonely,"526,694",0.47700000000000004,0.501,11.0,-9.177999999999999,0.0,0.0398,0.706,5.61e-06,0.0953,0.6890000000000001,81.376,spotify:track:3sMC6vfTTSa0mMAPTwzDVD,253562.0,4.0,3.0
188030,47,2019-08-02,Drake,Girls Love Beyoncé (feat. James Fauntleroy),"506,097",0.619,0.489,11.0,-11.25,0.0,0.46,0.782,0.0,0.106,0.32799999999999996,126.046,spotify:track:56NDFbD0tCUawnqeU2wcvv,225012.0,4.0,4.0
188036,53,2019-08-02,Drake,My Side,"472,646",0.5489999999999999,0.495,6.0,-5.6610000000000005,0.0,0.133,0.603,7.26e-06,0.0979,0.385,81.012,spotify:track:4alHkxxwAhvoGg3dJCATKV,294651.0,4.0,2.0
188044,61,2019-08-02,Drake,Free Spirit (feat. Rick Ross),"449,671",0.508,0.748,1.0,-4.997,1.0,0.33,0.281,0.0,0.168,0.225,100.414,spotify:track:18t8ypY0HYaQuGBxg2KdT2,252884.0,3.0,2.0
188045,62,2019-08-02,Drake,Paris Morton Music,"449,011",0.52,0.762,2.0,-6.75,1.0,0.5379999999999999,0.139,1.11e-05,0.114,0.265,164.09599999999998,spotify:track:4NVNapccSX7E5JLiW0uQEy,432853.0,4.0,2.0
188046,63,2019-08-02,Drake,Can I,"435,912",0.643,0.17800000000000002,4.0,-8.56,0.0,0.0588,0.484,0.0108,0.122,0.0674,85.042,spotify:track:3e0ZGE7Gp034iLknjQk4QW,189289.0,4.0,2.0
188058,75,2019-08-02,Gryffin,OMG (with Carly Rae Jepsen),"389,499",0.552,0.623,6.0,-5.766,1.0,0.0532,0.0122,0.0123,0.106,0.616,177.97299999999998,spotify:track:2j9YmQRxtjuVwb4XN95oT8,215737.0,4.0,2.0
188074,91,2019-08-02,Drake,Heat Of The Moment,"348,985",0.6409999999999999,0.45399999999999996,5.0,-8.344,0.0,0.133,0.179,0.00011599999999999999,0.065,0.302,78.036,spotify:track:27Tqjd2nMW2mIp6Yk1ovwY,343455.0,4.0,2.0
188088,105,2019-08-02,Lil Tecca,Love Me,"319,283",0.7190000000000001,0.5379999999999999,11.0,-6.897,0.0,0.28,0.632,0.0,0.135,0.8029999999999999,204.132,spotify:track:4e0FYxSROat25pH16zMTZI,117013.0,4.0,136.0
188096,113,2019-08-02,Tyga,Bop,"314,104",0.9359999999999999,0.59,9.0,-6.499,1.0,0.231,0.0506,0.0,0.0696,0.504,103.113,spotify:track:0EzRnjtN5ER0wu1IudNom8,179004.0,4.0,4.0
188103,120,2019-08-02,BROCKHAMPTON,I BEEN BORN AGAIN,"296,768",0.7709999999999999,0.636,2.0,-5.131,1.0,0.22899999999999998,0.318,5.9999999999999995e-05,0.0647,0.451,79.832,spotify:track:7frG49GBDHPPvxXRVLRwle,219720.0,4.0,2.0
188113,130,2019-08-02,Lil Durk,Die Slow (feat. 21 Savage),"282,640",0.87,0.7090000000000001,2.0,-4.684,1.0,0.235,0.0186,0.0,0.107,0.129,138.01,spotify:track:3OIEEwH67H60B6HQLLaZFK,198526.0,4.0,1.0
188120,137,2019-08-02,TOOL,Sober,"278,797",0.385,0.6729999999999999,2.0,-8.182,1.0,0.0329,0.000183,0.15,0.0699,0.187,149.27200000000002,spotify:track:6DyywdbmTzlmXBzG9ym7Rt,306853.0,4.0,1.0
188123,140,2019-08-02,TOOL,Forty Six & 2,"278,194",0.375,0.682,0.0,-6.901,0.0,0.0364,0.00155,0.6,0.0897,0.391,159.231,spotify:track:6AioOohg4bQZFA4jIYQQ2r,363067.0,4.0,1.0
188131,148,2019-08-02,Clairo,Softly,"272,166",0.759,0.436,0.0,-11.232999999999999,0.0,0.0419,0.33,0.0113,0.102,0.782,94.03,spotify:track:4PvbbMYL4fkToni5BLaYRb,185307.0,4.0,1.0
188139,156,2019-08-02,Quality Control,Intro,"265,100",0.88,0.569,2.0,-5.497000000000001,1.0,0.27399999999999997,0.141,0.0,0.6729999999999999,0.141,137.024,spotify:track:7tbyiwnLhtKYXNMjCZ60BT,215345.0,4.0,4.0
188140,157,2019-08-02,TOOL,Schism,"264,958",0.5670000000000001,0.7140000000000001,9.0,-8.512,0.0,0.0302,0.0012,0.42,0.18600000000000003,0.191,107.43799999999999,spotify:track:55mJleti2WfWEFNFcBduhc,403533.0,3.0,1.0
188163,180,2019-08-02,TOOL,Stinkfist,"252,323",0.28600000000000003,0.728,0.0,-6.608,1.0,0.0616,0.000174,0.8370000000000001,0.133,0.467,171.454,spotify:track:0pwObEOHolQZSldJ2q1wpy,312120.0,4.0,1.0
188166,183,2019-08-02,HAIM,Summer Girl - Bonus Track,"248,978",0.512,0.544,1.0,-7.952999999999999,0.0,0.226,0.35600000000000004,0.0159,0.16899999999999998,0.616,99.927,spotify:track:3DjWkkrO8SJFqANZIweKW3,205027.0,4.0,1.0
188176,193,2019-08-02,Tyler Childers,Country Squire,"240,799",0.508,0.725,9.0,-7.202999999999999,1.0,0.0398,0.524,2.65e-05,0.479,0.9159999999999999,166.872,spotify:track:1bp2PcwZgR9LwBdoERsOuJ,201427.0,4.0,1.0
188181,198,2019-08-02,TOOL,The Pot,"236,133",0.469,0.79,7.0,-6.888999999999999,1.0,0.0391,0.000148,0.37200000000000005,0.282,0.466,107.45,spotify:track:1lATXTBJDHwawvT1UfxWu3,381947.0,4.0,1.0
188899,116,2019-08-06,Labrinth,All For Us - from the HBO Original Series Euphoria,"266,514",0.348,0.652,3.0,-7.145,1.0,0.0931,0.0165,0.000264,0.33,0.172,70.956,spotify:track:10hMM5nsZQf66ldBlgWBfG,192987.0,4.0,23.0
188967,184,2019-08-06,Lil Tecca,Did It Again,"216,391",0.6859999999999999,0.561,10.0,-9.929,0.0,0.191,0.185,0.0,0.114,0.18600000000000003,148.775,spotify:track:4guBZjUyrGoHsTahO3IHdj,116240.0,4.0,164.0
189028,45,2019-08-07,TOOL,Fear Inoculum,"429,804",0.313,0.584,7.0,-10.091000000000001,1.0,0.0415,0.000824,0.52,0.0529,0.159,87.89399999999999,spotify:track:39zWYYZStDgWi32sOU9AX4,620101.0,4.0,7.0
189380,197,2019-08-08,Backstreet Boys,I Want It That Way,"205,373",0.6890000000000001,0.7020000000000001,6.0,-5.642,0.0,0.0261,0.21600000000000003,0.0,0.159,0.484,99.031,spotify:track:6e40mgJiCid5HRAGrbpGA6,213600.0,4.0,1.0
189385,2,2019-08-09,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"1,290,006",0.872,0.8140000000000001,0.0,-4.5680000000000005,1.0,0.155,0.00485,1.96e-06,0.214,0.57,98.985,spotify:track:5N1o6d8zGcSZSeMFkOUQOk,199427.0,4.0,107.0
189399,16,2019-08-09,Trippie Redd,Snake Skin,"740,447",0.669,0.557,8.0,-8.835,0.0,0.0498,0.0574,0.0,0.0662,0.5529999999999999,144.043,spotify:track:1usK5eLBzpQTMwDt8SR2dr,186944.0,4.0,7.0
189402,19,2019-08-09,Katy Perry,Small Talk,"702,566",0.846,0.631,5.0,-5.547000000000001,1.0,0.1,0.203,0.0,0.455,0.602,115.999,spotify:track:4NmE2ytXI8S2svTRSmEdpO,161963.0,4.0,21.0
189415,32,2019-08-09,Trippie Redd,Be Yourself,"534,131",0.57,0.535,7.0,-6.77,1.0,0.212,0.264,3.71e-06,0.111,0.0734,90.568,spotify:track:30P6RIDu6Pf48NyqQrlPRC,196861.0,4.0,3.0
189418,35,2019-08-09,Bazzi,No Way!,"518,502",0.665,0.7090000000000001,1.0,-4.117,0.0,0.0407,0.174,0.0,0.142,0.35700000000000004,76.058,spotify:track:0yYwS7CXKIPC4kWPvZQfsT,112105.0,4.0,23.0
189426,43,2019-08-09,Trippie Redd,Immortal,"490,362",0.612,0.629,5.0,-8.482000000000001,0.0,0.32299999999999995,0.5579999999999999,0.0,0.114,0.607,159.983,spotify:track:4WHN0WjvjnIR9v1MrU0U4c,204048.0,4.0,4.0
189428,45,2019-08-09,Trippie Redd,I Try,"486,700",0.595,0.627,9.0,-6.751,0.0,0.0327,0.22899999999999998,0.0,0.198,0.574,75.013,spotify:track:4LM5AgiA94oHVtalcwaTRm,161437.0,4.0,3.0
189430,47,2019-08-09,SiR,Hair Down (feat. Kendrick Lamar),"457,648",0.7929999999999999,0.49,8.0,-10.984000000000002,0.0,0.285,0.25,0.0001,0.43200000000000005,0.46799999999999997,120.09899999999999,spotify:track:4sFzG7iUlyPmuyASCkre9A,216933.0,4.0,7.0
189438,55,2019-08-09,Trippie Redd,Throw It Away,"444,656",0.841,0.49200000000000005,5.0,-7.051,1.0,0.22699999999999998,0.159,7.269999999999999e-05,0.0803,0.27899999999999997,135.032,spotify:track:4a3ll3Qqy2bl1YhXsZiVQy,165773.0,4.0,3.0
189449,66,2019-08-09,Rick Ross,Running the Streets (feat. A Boogie Wit Da Hoodie & Denzel Curry),"409,150",0.536,0.622,1.0,-7.98,1.0,0.262,0.0744,0.0,0.19699999999999998,0.22699999999999998,70.47399999999999,spotify:track:3s9f1LQ6607eDj9UYCzmgk,224840.0,3.0,4.0
189450,67,2019-08-09,Trippie Redd,Keep Your Head Up,"404,230",0.7829999999999999,0.46299999999999997,2.0,-8.027999999999999,0.0,0.11699999999999999,0.13699999999999998,0.0,0.10800000000000001,0.332,122.965,spotify:track:0l8IPksvQ5bgUDY52Pv3mg,203088.0,4.0,2.0
189455,72,2019-08-09,Trippie Redd,RIOT,"387,194",0.7240000000000001,0.715,1.0,-5.846,0.0,0.198,0.159,0.0,0.204,0.441,148.969,spotify:track:1iOFj3NuKgmPfmFGwPUN4k,193344.0,4.0,2.0
189456,73,2019-08-09,Bon Iver,Naeem,"387,073",0.37,0.408,0.0,-10.355,1.0,0.0441,0.804,0.0279,0.6779999999999999,0.16399999999999998,125.068,spotify:track:1ff60tDWdcdVN6PtKQXWny,262267.0,4.0,1.0
189461,78,2019-08-09,Trippie Redd,Lil Wayne,"374,374",0.722,0.684,8.0,-4.845,1.0,0.08,0.431,0.0,0.11699999999999999,0.534,152.053,spotify:track:40shLUuowIKHOAc7pPFpky,102673.0,4.0,3.0
189470,87,2019-08-09,Trippie Redd,Everything BoZ,"364,370",0.7140000000000001,0.535,9.0,-7.896,1.0,0.0542,0.193,0.0,0.184,0.0974,139.944,spotify:track:1WnKJJKMtnmPdvFGOxcRVZ,205701.0,4.0,2.0
189478,95,2019-08-09,Rick Ross,Act a Fool (feat. Wale),"333,488",0.599,0.81,10.0,-4.062,0.0,0.126,0.0133,0.0,0.35,0.441,157.856,spotify:track:045JWx32CaSDOpUACXaxWE,286213.0,4.0,2.0
189502,119,2019-08-09,Trippie Redd,Signing Off,"298,532",0.551,0.669,5.0,-9.398,0.0,0.0747,0.0532,0.0,0.11199999999999999,0.305,153.17,spotify:track:1O2AyUK4Ziqp0hzTiFIVYz,125942.0,4.0,1.0
189505,122,2019-08-09,Alessia Cara,Rooting For You,"296,501",0.763,0.527,6.0,-6.779,1.0,0.12300000000000001,0.0562,0.0038399999999999997,0.0918,0.493,156.047,spotify:track:1spZPzBLYeVTvd0iDWXgC2,176080.0,4.0,1.0
189508,125,2019-08-09,Slipknot,Critical Darling,"292,679",0.297,0.9520000000000001,9.0,-3.674,0.0,0.0913,0.000683,0.00643,0.239,0.0721,137.67600000000002,spotify:track:3XFaGEb6daqdj39ThpJ2XI,385818.0,4.0,1.0
189518,135,2019-08-09,Rick Ross,Nobody's Favorite (feat. Gunplay),"274,748",0.762,0.6659999999999999,1.0,-6.202999999999999,1.0,0.401,0.000676,0.0,0.15,0.36200000000000004,157.10399999999998,spotify:track:3ZZkSBbBOXi1NFzPbY7Lxb,245240.0,4.0,1.0
189528,145,2019-08-09,Rick Ross,Turnpike Ike,"266,197",0.44,0.764,0.0,-4.426,0.0,0.374,0.0193,0.0,0.204,0.127,80.04899999999999,spotify:track:12NFbnTFq0EvxPsstNBSrE,260413.0,1.0,1.0
189531,148,2019-08-09,Rick Ross,Rich Nigga Lifestyle (feat. Nipsey Hussle & Teyana Taylor),"262,679",0.428,0.9159999999999999,8.0,-2.998,0.0,0.42,0.158,0.0,0.321,0.48200000000000004,88.13,spotify:track:5FwKBU61DSOW89d23NUzI0,249253.0,4.0,1.0
189537,154,2019-08-09,Slipknot,Nero Forte,"258,675",0.336,0.978,7.0,-2.358,1.0,0.0846,0.000437,0.000525,0.138,0.496,129.842,spotify:track:56fiFTRrSiHHH3gBeaTg2P,315177.0,4.0,1.0
189559,176,2019-08-09,Rick Ross,BIG TYME (feat. Swizz Beatz),"241,495",0.56,0.767,1.0,-4.328,1.0,0.125,0.000729,4.22e-06,0.342,0.16899999999999998,83.90700000000001,spotify:track:1ZnLtcV93kvm5Mz7wXVQ3z,242853.0,4.0,1.0
189562,179,2019-08-09,Blueface,Bussin (feat. Lil Pump),"241,050",0.904,0.644,8.0,-8.0,1.0,0.265,0.00968,0.0,0.132,0.6,106.98899999999999,spotify:track:4eZKAB9uNMIG0yNri34PBp,134667.0,4.0,4.0
189564,181,2019-08-09,Rick Ross,Summer Reign (feat. Summer Walker),"240,963",0.517,0.541,0.0,-6.843999999999999,1.0,0.235,0.0394,0.0,0.6779999999999999,0.12300000000000001,139.076,spotify:track:14geRrYSRz73sBbtPD4iPQ,226480.0,4.0,1.0
189565,182,2019-08-09,Rick Ross,Bogus Charms (feat. Meek Mill),"240,952",0.53,0.655,1.0,-7.3839999999999995,0.0,0.14300000000000002,0.53,0.0,0.11699999999999999,0.131,87.49799999999999,spotify:track:3va2EAQNqHBDkJiuWEU3XW,241453.0,4.0,1.0
189568,185,2019-08-09,Lil Tjay,F.N,"239,961",0.5670000000000001,0.515,6.0,-10.265,0.0,0.247,0.354,0.0,0.078,0.321,120.1,spotify:track:0RLLvYBopDwooCyvnTwgYu,224000.0,1.0,246.0
