,rank,date,artist,title,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,days
139112,129,2018-11-30,Lil Baby,Chastised,"390,836",0.778,0.6459999999999999,7.0,-4.657,1.0,0.0345,0.0912,0.0,0.166,0.177,140.04,spotify:track:0I1gjYB0yjwYXBn9SVOh3n,123429.0,4.0,1.0
139117,134,2018-11-30,Earl Sweatshirt,Red Water,"374,535",0.58,0.722,1.0,-5.686,1.0,0.271,0.513,0.0,0.405,0.777,47.917,spotify:track:6GsLY75eZHnOAWFqdKmZ4b,104427.0,5.0,1.0
139119,136,2018-11-30,Ski Mask The Slump God,Adults Swim,"369,332",0.894,0.529,11.0,-10.460999999999999,1.0,0.39899999999999997,0.0242,0.0,0.13,0.7,144.959,spotify:track:1Bp5LdIxR3XlprIigqp4en,106160.0,4.0,3.0
139123,140,2018-11-30,Mac Miller,Dunno - Recorded at Spotify Studios NYC,"363,697",0.523,0.153,1.0,-12.785,1.0,0.0689,0.945,0.000944,0.114,0.184,84.65899999999999,spotify:track:6eIEJLVaPTU3NuctqdWCzJ,224347.0,4.0,1.0
139126,143,2018-11-30,Lil Baby,Dreams 2 Reality (feat. NoCap),"360,276",0.45899999999999996,0.606,2.0,-6.851,1.0,0.35,0.139,0.0,0.114,0.55,81.44,spotify:track:3xibgHbKeEgSSAXR5z3cwt,275849.0,4.0,1.0
139127,144,2018-11-30,Earl Sweatshirt,Cold Summers,"358,861",0.326,0.9229999999999999,10.0,-2.946,0.0,0.431,0.43700000000000006,0.0,0.385,0.799,170.949,spotify:track:0xUbrvxYljD4OZ02BbuPpK,66120.0,4.0,1.0
139133,150,2018-11-30,The 1975,Be My Mistake,"347,832",0.5720000000000001,0.155,6.0,-14.405,1.0,0.0344,0.835,0.00013700000000000002,0.0906,0.0949,109.92299999999999,spotify:track:18UsAG7SfOQ5sxJEdjAMH0,256689.0,3.0,1.0
139134,151,2018-11-30,Ski Mask The Slump God,U and I,"347,420",0.742,0.39299999999999996,4.0,-12.603,0.0,0.18,0.32299999999999995,0.0,0.0964,0.43700000000000006,145.059,spotify:track:7itsqu4pC7fp3ytIiiLvrX,112627.0,4.0,1.0
139140,157,2018-11-30,Earl Sweatshirt,Ontheway! (feat. Standing On The Corner),"337,143",0.319,0.7509999999999999,11.0,-2.801,1.0,0.0619,0.0219,0.151,0.515,0.474,69.79,spotify:track:4HJ4L8hpX9YjTwipKTYwaW,101987.0,4.0,1.0
139143,160,2018-11-30,Earl Sweatshirt,The Mint (feat. Navy Blue),"332,873",0.41700000000000004,0.731,11.0,-4.989,1.0,0.265,0.00525,0.0352,0.621,0.575,134.003,spotify:track:5uLZ3YIQGC0mOk6q3lJ6Ng,165120.0,1.0,1.0
139147,164,2018-11-30,Ski Mask The Slump God,Save Me Pt 2 (feat. Austin Lam),"322,555",0.769,0.368,0.0,-10.934000000000001,1.0,0.0988,0.371,0.0,0.12,0.48200000000000004,123.07799999999999,spotify:track:5SzhkC3NGjcIq6Brs8pSj1,188707.0,4.0,3.0
139153,170,2018-11-30,benny blanco,Better To Lie (with Jesse & Swae Lee),"314,620",0.773,0.617,10.0,-7.545,0.0,0.0672,0.0514,8e-06,0.11,0.551,155.026,spotify:track:6fq5GyXeT7kfzkK97b9rGC,175341.0,4.0,6.0
139159,176,2018-11-30,Meek Mill,100 Summers,"304,548",0.48100000000000004,0.483,4.0,-8.174,0.0,0.331,0.171,0.0,0.0964,0.45299999999999996,79.012,spotify:track:3gHLXLJ9JE1oOayo3ar4E5,163834.0,4.0,2.0
139167,184,2018-11-30,Chance the Rapper,The Man Who Has Everything,"294,070",0.6859999999999999,0.469,1.0,-9.065,1.0,0.29100000000000004,0.612,0.0,0.121,0.156,72.998,spotify:track:3woRy7uxzl1lO2XO99oHsN,218624.0,4.0,1.0
139175,192,2018-11-30,Earl Sweatshirt,The Bends,"283,928",0.512,0.5760000000000001,8.0,-4.238,0.0,0.28300000000000003,0.0381,0.0365,0.198,0.319,75.97800000000001,spotify:track:2O2l5DJirlZAwLwpOAVbXR,94547.0,4.0,1.0
139179,196,2018-11-30,Meek Mill,Wit the Shits (W.T.S) [feat. Melii],"277,732",0.7559999999999999,0.8140000000000001,0.0,-5.398,1.0,0.0416,0.00735,0.0,0.14300000000000002,0.7090000000000001,146.99,spotify:track:4Kdu9AlfQyu0o6r2ozCMTc,170539.0,4.0,2.0
139362,179,2018-12-01,Meek Mill,Cold Hearted II,"271,356",0.29600000000000004,0.7809999999999999,6.0,-7.148,1.0,0.451,0.0377,0.0,0.805,0.36700000000000005,77.27,spotify:track:75ld9n7watXCD0nHnE931J,301870.0,4.0,1.0
139366,183,2018-12-01,Meek Mill,Stuck in My Ways,"266,046",0.703,0.701,1.0,-4.763999999999999,1.0,0.159,0.147,0.0,0.27,0.556,139.944,spotify:track:0UOF9AAyS8H9iCWmePj29w,191486.0,4.0,1.0
139573,190,2018-12-02,Tony Bennett,Winter Wonderland,"228,197",0.452,0.366,0.0,-14.15,0.0,0.0415,0.833,0.0,0.0789,0.629,115.006,spotify:track:4ricyQVd20UQde1jpXCSuJ,133867.0,4.0,14.0
140384,1,2018-12-07,XXXTENTACION,whoa (mind in awe),"2,064,041",0.735,0.525,6.0,-2.9389999999999996,0.0,0.0441,0.653,0.9179999999999999,0.10099999999999999,0.369,160.14700000000002,spotify:track:7pdF27mSDuPWhppnHAmWHa,157777.0,4.0,114.0
140387,4,2018-12-07,XXXTENTACION,Guardian angel,"1,884,916",0.7120000000000001,0.374,0.0,-10.215,0.0,0.511,0.795,0.0,0.187,0.779,133.952,spotify:track:7uqcLJFlSYjVPLUz1vPxkY,108035.0,4.0,14.0
140388,5,2018-12-07,XXXTENTACION,Train food,"1,618,768",0.49200000000000005,0.7120000000000001,9.0,-7.278,0.0,0.691,0.564,9.1e-05,0.35700000000000004,0.23,137.453,spotify:track:5lar0mCUejpILVkAz50s2J,164083.0,3.0,10.0
140389,6,2018-12-07,XXXTENTACION,One Minute (feat. Kanye West & Travis Barker),"1,541,329",0.568,0.636,11.0,-4.265,1.0,0.204,0.00671,0.0,0.105,0.879,113.49700000000001,spotify:track:0T6RSXxFhW8dRTWHI604ld,197759.0,5.0,9.0
140390,7,2018-12-07,XXXTENTACION,I don’t let go,"1,499,350",0.797,0.293,5.0,-7.479,1.0,0.08,0.591,0.0724,0.14800000000000002,0.478,80.035,spotify:track:4axYWgXASdsCBHuwInAubT,121630.0,4.0,15.0
140393,10,2018-12-07,XXXTENTACION,STARING AT THE SKY,"1,393,662",0.557,0.33799999999999997,5.0,-9.892000000000001,1.0,0.0257,0.134,0.0018399999999999998,0.14,0.6890000000000001,140.935,spotify:track:4KpKyRFwN0gcwj58Uqjv7q,85124.0,4.0,9.0
140396,13,2018-12-07,XXXTENTACION,what are you so afraid of,"1,325,891",0.639,0.312,0.0,-9.902000000000001,1.0,0.0301,0.774,0.469,0.0857,0.34700000000000003,103.369,spotify:track:57nOpVSc3j9o03Cr928ZM4,150769.0,4.0,13.0
140398,15,2018-12-07,XXXTENTACION,difference (interlude),"1,243,928",0.593,0.0668,11.0,-15.267999999999999,0.0,0.0722,0.9490000000000001,1.31e-05,0.19399999999999998,0.19,102.456,spotify:track:5itzep0nGnq7hxCfFNsTIR,76974.0,4.0,8.0
140400,17,2018-12-07,XXXTENTACION,Introduction,"1,012,461",0.32899999999999996,0.231,11.0,-12.382,1.0,0.384,0.7929999999999999,0.0,0.0592,0.152,77.577,spotify:track:7BsLJzWYhZln2QClCcwUVi,103004.0,1.0,4.0
140451,68,2018-12-07,Gucci Mane,BiPolar (feat. Quavo),"494,352",0.745,0.5760000000000001,8.0,-6.688,1.0,0.132,0.14400000000000002,0.0,0.154,0.16,157.083,spotify:track:5Ta1sXtO9tXOaUacYm7tH8,214611.0,4.0,7.0
140456,73,2018-12-07,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),"482,197",0.612,0.601,8.0,-7.0889999999999995,1.0,0.16399999999999998,0.168,0.0,0.11699999999999999,0.525,147.018,spotify:track:1KVczjazCcCCgM3gXXUl47,223543.0,4.0,146.0
140470,87,2018-12-07,A Boogie Wit da Hoodie,Look Back at It,"444,689",0.7909999999999999,0.5870000000000001,3.0,-5.075,0.0,0.0413,0.40700000000000003,0.0,0.14800000000000002,0.536,96.057,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,179449.0,4.0,366.0
140471,88,2018-12-07,Gucci Mane,Cold Shoulder (feat. YoungBoy Never Broke Again),"443,403",0.826,0.49200000000000005,8.0,-4.566,1.0,0.161,0.00244,0.0,0.23,0.127,135.03799999999998,spotify:track:24vhQnVsbHHwlIXH7hD9Eh,199508.0,4.0,4.0
140499,116,2018-12-07,Kodak Black,Testimony,"370,114",0.8140000000000001,0.667,6.0,-4.785,0.0,0.36,0.0369,0.0,0.11,0.376,80.031,spotify:track:6Gg25EZRbQd4IHiJz2KSY0,240000.0,4.0,11.0
140514,131,2018-12-07,Gucci Mane,Just Like It (feat. 21 Savage),"336,150",0.84,0.5670000000000001,1.0,-8.285,0.0,0.179,0.0721,0.0,0.0727,0.21,109.94200000000001,spotify:track:4uoMUtCZqzBMpxocrI3EI7,183132.0,4.0,1.0
140517,134,2018-12-07,Marshmello,Project Dreams,"332,131",0.78,0.828,8.0,-2.235,1.0,0.237,0.409,0.0,0.10400000000000001,0.7859999999999999,160.113,spotify:track:6GSkLS2y4ZnnZsuRAj975K,167898.0,4.0,128.0
140544,161,2018-12-07,Gucci Mane,Off the Boat,"301,788",0.865,0.557,3.0,-6.295,0.0,0.0827,0.0764,0.0,0.0952,0.64,127.985,spotify:track:3ASAYRguYpPkXZD8ntc4Pg,225584.0,4.0,1.0
140570,187,2018-12-07,Rich The Kid,Splashin,"272,961",0.9420000000000001,0.382,10.0,-8.099,1.0,0.564,0.0019199999999999998,0.0,0.092,0.379,100.01700000000001,spotify:track:3KLo7ByvjCNyBrfz5DZ2mO,177864.0,4.0,183.0
140974,191,2018-12-09,Bing Crosby,Mele Kalikimaka (Merry Christmas),"222,904",0.5,0.22399999999999998,3.0,-12.431,1.0,0.0935,0.6459999999999999,0.0,0.284,0.62,202.481,spotify:track:04vLj9QUXoKdRlsp3gkURo,175333.0,4.0,22.0
141412,29,2018-12-12,6ix9ine,FEFE,"605,240",0.9309999999999999,0.387,1.0,-9.127,1.0,0.41200000000000003,0.08800000000000001,0.0,0.136,0.376,125.978,spotify:track:2l8nEO0vsTRCRnGqQty6qx,179405.0,4.0,126.0
141627,44,2018-12-13,Kodak Black,MoshPit (feat. Juice WRLD),"518,266",0.769,0.627,7.0,-4.064,1.0,0.262,0.39399999999999996,0.0,0.106,0.49,157.938,spotify:track:4KX8vXbouybtUptEyYxtIk,164038.0,4.0,50.0
141785,2,2018-12-14,Ariana Grande,imagine,"1,714,711",0.7290000000000001,0.475,8.0,-4.985,1.0,0.0364,0.37799999999999995,0.0,0.12,0.371,62.52,spotify:track:39LmTF9RgyakzSYX8txrow,212267.0,3.0,125.0
141854,71,2018-12-14,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","447,559",0.7659999999999999,0.8809999999999999,9.0,-5.1579999999999995,0.0,0.13699999999999998,0.0166,2.3e-06,0.34700000000000003,0.674,112.027,spotify:track:4Uy3kNxW2kB8AEoXljEcth,174893.0,5.0,40.0
141878,95,2018-12-14,Kodak Black,Identity Theft,"393,248",0.938,0.696,1.0,-5.837000000000001,1.0,0.384,0.0416,0.0,0.126,0.7559999999999999,97.988,spotify:track:48KTGG6wBPpleE5KsTuiwy,127346.0,4.0,6.0
141880,97,2018-12-14,Kodak Black,Gnarly (feat. Lil Pump),"391,545",0.764,0.784,10.0,-4.003,0.0,0.0833,0.469,0.0,0.12300000000000001,0.51,144.981,spotify:track:40Rpg3LkZwwzuHJ3GdjMma,186403.0,4.0,6.0
141881,98,2018-12-14,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),"391,050",0.44299999999999995,0.623,0.0,-6.7170000000000005,0.0,0.0718,0.0468,0.0,0.247,0.156,79.365,spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,233000.0,4.0,18.0
141885,102,2018-12-14,The Chainsmokers,Hope,"382,652",0.773,0.6990000000000001,1.0,-5.982,0.0,0.0958,0.488,3.6000000000000003e-06,0.0814,0.513,104.941,spotify:track:4BiiOzZCrXEzHRLYcYFiD5,180120.0,4.0,40.0
141886,103,2018-12-14,Bad Bunny,Solo de Mi,"382,077",0.743,0.73,10.0,-4.314,0.0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,spotify:track:5YOkA7qd2983FtBQnP8sYx,197968.0,4.0,65.0
141889,106,2018-12-14,Juice WRLD,Hide (feat. Seezyn),"379,845",0.715,0.639,5.0,-5.0169999999999995,0.0,0.0752,0.0622,0.0,0.157,0.151,149.996,spotify:track:6rz0dTA0PdhXImFV5EjM0w,205800.0,4.0,118.0
141914,131,2018-12-14,Kodak Black,This Forever,"339,840",0.795,0.691,1.0,-5.193,0.0,0.32799999999999996,0.00385,0.0,0.142,0.573,80.862,spotify:track:26FpOENKQstjLRhX1fxUs9,161115.0,4.0,1.0
141915,132,2018-12-14,A Boogie Wit da Hoodie,Startender (feat. Offset and Tyga),"339,822",0.736,0.622,6.0,-4.6530000000000005,0.0,0.133,0.0235,0.0,0.151,0.506,191.97099999999998,spotify:track:0jAfdqv18goRTUxm3ilRjb,192779.0,4.0,154.0
141951,168,2018-12-14,Kodak Black,Transgression,"291,356",0.57,0.639,7.0,-4.8919999999999995,0.0,0.293,0.625,0.0,0.121,0.85,81.465,spotify:track:52Vrauy7m3EtC1aQqj7Rfp,135441.0,4.0,1.0
141960,177,2018-12-14,Kodak Black,Malcolm X.X.X.,"280,529",0.47,0.721,5.0,-5.864,1.0,0.39899999999999997,0.46,0.0,0.648,0.348,169.572,spotify:track:6JXFDTCAIe5FfiiQYeMgh3,195675.0,4.0,1.0
141966,183,2018-12-14,ZAYN,There You Are,"271,471",0.452,0.685,0.0,-4.828,0.0,0.0385,0.0257,0.0,0.11,0.305,76.986,spotify:track:155EsNGoXo7XSVF84oTPam,199600.0,4.0,1.0
141974,191,2018-12-14,Kodak Black,In the Flesh,"266,922",0.735,0.521,1.0,-7.336,1.0,0.275,0.595,0.0,0.12,0.5379999999999999,173.977,spotify:track:15eaTEZMA2CqOxBvyuosLI,188910.0,4.0,1.0
141980,197,2018-12-14,Peter Manos,In My Head,"261,741",0.499,0.18100000000000002,9.0,-15.359000000000002,0.0,0.0429,0.745,0.00123,0.106,0.0747,111.956,spotify:track:3bne7Qit5AbHkX6kWDItYP,214533.0,4.0,20.0
142750,167,2018-12-18,The Chainsmokers,This Feeling,"266,041",0.575,0.5710000000000001,1.0,-7.906000000000001,1.0,0.0439,0.0558,0.0,0.0912,0.449,105.04899999999999,spotify:track:4NBTZtAt1F13VvlSKe6KTl,197947.0,4.0,171.0
143185,2,2018-12-21,21 Savage,a lot,"1,525,801",0.8370000000000001,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.27399999999999997,145.972,spotify:track:2t8yVaLvJ0RenpXUIAC52d,288624.0,4.0,384.0
143194,11,2018-12-21,21 Savage,all my friends,"1,167,949",0.713,0.62,0.0,-4.513,1.0,0.0422,0.171,1.16e-06,0.11800000000000001,0.20600000000000002,130.09,spotify:track:4paAidoE8VAemwU4jgCc6l,211785.0,4.0,54.0
143195,12,2018-12-21,21 Savage,monster,"1,150,034",0.89,0.607,9.0,-6.916,0.0,0.124,0.158,0.00022799999999999999,0.11800000000000001,0.22399999999999998,134.02200000000002,spotify:track:2FUNBaa5DwItJtYEBgAblU,233040.0,4.0,93.0
143196,13,2018-12-21,21 Savage,break da law,"1,054,877",0.904,0.575,1.0,-7.8229999999999995,1.0,0.34600000000000003,0.0493,0.0,0.256,0.359,141.037,spotify:track:5ZSIExfQuVv69tw5Qw3yDl,177748.0,4.0,13.0
143200,17,2018-12-21,21 Savage,1.5,"948,318",0.885,0.52,1.0,-8.353,1.0,0.359,0.000244,1.16e-06,0.45399999999999996,0.306,84.022,spotify:track:2wOXxtHZgRkkrkEbKLzzqs,148656.0,4.0,25.0
143204,21,2018-12-21,21 Savage,gun smoke,"908,479",0.809,0.461,10.0,-5.6770000000000005,0.0,0.0907,0.0008320000000000001,4.429999999999999e-05,0.14300000000000002,0.325,85.992,spotify:track:4f1XXGjZZ9EkFkrbPJek6X,167410.0,4.0,11.0
143207,24,2018-12-21,21 Savage,out for the night,"880,924",0.593,0.632,6.0,-5.381,0.0,0.541,0.0133,0.0,0.64,0.0789,173.36900000000003,spotify:track:4B8vU5oDXVxO5OkLAI4aLx,235232.0,4.0,12.0
143211,28,2018-12-21,21 Savage,asmr,"827,834",0.84,0.5429999999999999,1.0,-7.7379999999999995,1.0,0.47600000000000003,0.0399,0.0,0.11699999999999999,0.161,170.067,spotify:track:2QgfDF0fQ4sskDthP8MG5w,171714.0,4.0,22.0
143212,29,2018-12-21,21 Savage,a&t,"821,053",0.924,0.5670000000000001,5.0,-5.0089999999999995,1.0,0.0961,0.0016899999999999999,0.0,0.0898,0.8270000000000001,146.976,spotify:track:6ho88pvz4c8WCSFbdVXNia,211588.0,4.0,9.0
143213,30,2018-12-21,A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),"784,378",0.81,0.55,2.0,-7.46,0.0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,spotify:track:3L19besdNQzd342qL78xqm,214593.0,4.0,97.0
143217,34,2018-12-21,21 Savage,ball w/o you,"737,260",0.892,0.633,8.0,-7.471,1.0,0.0902,0.0467,0.00018899999999999999,0.139,0.45899999999999996,137.994,spotify:track:50a8bKqlwDEqeiEknrzkTO,195047.0,4.0,21.0
143237,54,2018-12-21,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),"601,535",0.581,0.662,9.0,-5.239,1.0,0.303,0.0153,0.0,0.111,0.434,93.023,spotify:track:1wJRveJZLSb1rjhnUHQiv6,189487.0,4.0,478.0
143244,61,2018-12-21,21 Savage,pad lock,"559,597",0.9590000000000001,0.55,5.0,-8.012,0.0,0.19699999999999998,0.0187,0.0,0.11199999999999999,0.7979999999999999,130.024,spotify:track:5stbfxsPi8gcOH2LCuA4Le,191360.0,4.0,3.0
143247,64,2018-12-21,21 Savage,good day,"553,470",0.966,0.519,1.0,-5.682,1.0,0.306,0.00359,0.0,0.254,0.11900000000000001,122.195,spotify:track:2LqoYvMudv9xoTqNLFKILj,242448.0,4.0,3.0
143248,65,2018-12-21,21 Savage,4L,"544,718",0.879,0.41,8.0,-9.232999999999999,1.0,0.551,0.000897,2.09e-05,0.10800000000000001,0.0703,80.01100000000001,spotify:track:1uULQtJ8rbsX5TwjPpPc9Q,288364.0,4.0,7.0
143254,71,2018-12-21,21 Savage,letter 2 my momma,"525,784",0.8640000000000001,0.608,1.0,-10.567,0.0,0.275,0.0531,1.2e-05,0.078,0.963,80.225,spotify:track:55xNjVrGJxgqcEFqCyejTM,194810.0,4.0,3.0
143277,94,2018-12-21,A Boogie Wit da Hoodie,Voices in My Head,"445,989",0.754,0.6629999999999999,6.0,-6.311,0.0,0.42700000000000005,0.0555,0.0,0.10099999999999999,0.207,90.195,spotify:track:0Veyvc3n9AcLSoK3r1dA12,142301.0,4.0,2.0
143282,99,2018-12-21,A Boogie Wit da Hoodie,Beasty,"432,276",0.86,0.418,7.0,-9.061,0.0,0.158,0.292,0.0,0.106,0.374,126.023,spotify:track:77JzXZonNumWsuXKy9vr3U,152829.0,4.0,2.0
143285,102,2018-12-21,A Boogie Wit da Hoodie,Love Drugs and Sex,"428,476",0.762,0.5529999999999999,5.0,-7.207000000000001,0.0,0.11199999999999999,0.55,0.0,0.115,0.773,119.973,spotify:track:1Gno5IBUHh6vUKp4nxu2Yd,157863.0,4.0,5.0
143302,119,2018-12-21,A Boogie Wit da Hoodie,I Did It,"372,734",0.718,0.45399999999999996,8.0,-9.012,1.0,0.127,0.153,4.6e-05,0.11599999999999999,0.196,89.48299999999999,spotify:track:18yllZD0TdF7ykcREib8Z1,215305.0,4.0,1.0
143305,122,2018-12-21,A Boogie Wit da Hoodie,Skeezers,"371,331",0.792,0.484,7.0,-7.801,0.0,0.155,0.5579999999999999,0.0,0.134,0.353,140.019,spotify:track:2A4vCndSkZ3jd5nfh3a8gc,198054.0,4.0,2.0
143312,129,2018-12-21,A Boogie Wit da Hoodie,Come Closer (feat. Queen Naija),"358,568",0.741,0.556,7.0,-6.647,0.0,0.0947,0.22,0.0,0.0981,0.616,140.056,spotify:track:3UhRsQVrELOATEiY7E9X2T,156512.0,4.0,3.0
143328,145,2018-12-21,A Boogie Wit da Hoodie,Savage,"335,056",0.78,0.402,5.0,-9.255,0.0,0.149,0.188,0.0,0.0597,0.483,160.046,spotify:track:1srm5YnZiu7Ksnd2UTTmmk,169046.0,4.0,2.0
143338,155,2018-12-21,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),"318,930",0.774,0.623,5.0,-7.871,1.0,0.245,0.156,0.0,0.0955,0.39299999999999996,128.661,spotify:track:0uH6JssU7mWkTT9mqeqEvL,220888.0,5.0,1.0
143363,180,2018-12-21,A Boogie Wit da Hoodie,Pull Up (feat. NAV),"290,254",0.828,0.37,7.0,-7.446000000000001,0.0,0.264,0.48700000000000004,0.0,0.11900000000000001,0.557,149.95,spotify:track:76vviJBqmRdMMb9u9npgfj,193575.0,4.0,1.0
143382,199,2018-12-21,A Boogie Wit da Hoodie,4 Min Convo (Favorite Song),"274,818",0.705,0.65,7.0,-5.654,0.0,0.212,0.359,0.0,0.16899999999999998,0.6579999999999999,91.053,spotify:track:5h66wqaGklsSa8eSxTwcJT,257274.0,4.0,1.0
143579,196,2018-12-22,Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),"264,130",0.635,0.87,2.0,-4.291,0.0,0.04,0.0156,0.0,0.11800000000000001,0.912,93.0,spotify:track:2OQ6a4CfUeYskpTTgyawyJ,156773.0,4.0,11.0
143580,197,2018-12-22,Dean Martin,Rudolph The Red-Nosed Reindeer,"262,725",0.478,0.201,7.0,-16.768,1.0,0.0332,0.919,0.0,0.0854,0.857,136.471,spotify:track:2L9QLAhrvtP4EYg1lY0Tnw,135760.0,4.0,6.0
143781,198,2018-12-23,Kylie Minogue,Santa Baby,"243,386",0.685,0.391,1.0,-7.183,1.0,0.0435,0.7440000000000001,0.0,0.142,0.44299999999999995,87.101,spotify:track:0cM5URUqqQTpJWonmdzF1J,202547.0,4.0,5.0
143784,1,2018-12-24,Post Malone,Wow.,"2,317,682",0.8290000000000001,0.539,11.0,-7.359,0.0,0.20800000000000002,0.136,1.78e-06,0.10300000000000001,0.38799999999999996,99.96,spotify:track:7xQAfvXzm3AkraOtGPWIZg,149547.0,4.0,476.0
143871,88,2018-12-24,Bad Bunny,NI BIEN NI MAL,"478,499",0.826,0.449,5.0,-8.33,0.0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,spotify:track:278kSqsZIiYp8p3QjYAqa8,236216.0,4.0,40.0
143910,127,2018-12-24,Bad Bunny,200 Mph,"393,302",0.85,0.5,8.0,-6.707999999999999,1.0,0.0665,0.0139,0.000384,0.0947,0.816,160.02,spotify:track:5jGUJXnELDaDTgiRjD9lsg,170509.0,4.0,9.0
143911,128,2018-12-24,The Jackson 5,I Saw Mommy Kissing Santa Claus,"391,863",0.583,0.7120000000000001,3.0,-8.222000000000001,1.0,0.0538,0.263,1.02e-06,0.8170000000000001,0.614,128.89700000000002,spotify:track:15sxLiiChE5dCW3Y756oas,181267.0,4.0,18.0
143917,134,2018-12-24,Ella Fitzgerald,Sleigh Ride,"374,607",0.508,0.287,1.0,-12.472000000000001,1.0,0.0523,0.764,0.0,0.153,0.644,154.759,spotify:track:4ukUoXLuFzMixyZyabSGc4,175987.0,4.0,7.0
143918,135,2018-12-24,Bad Bunny,¿Quien Tu Eres?,"370,883",0.727,0.58,2.0,-6.803999999999999,0.0,0.136,0.185,3.58e-06,0.125,0.325,137.048,spotify:track:6kN06eEOblRAuWI0xUUS91,159229.0,4.0,2.0
143921,138,2018-12-24,Ariana Grande,Last Christmas,"364,889",0.504,0.8,2.0,-2.763,1.0,0.0391,0.125,0.0,0.109,0.789,205.945,spotify:track:5xDrO9DEDJGUQGfyoHvgDJ,203653.0,4.0,5.0
143922,139,2018-12-24,Donny Hathaway,This Christmas,"364,003",0.634,0.645,5.0,-9.2,1.0,0.0376,0.292,0.0,0.24600000000000002,0.677,93.05,spotify:track:38xhBO2AKrJnjdjVnhJES6,231173.0,4.0,14.0
143925,142,2018-12-24,Bing Crosby,It's Beginning To Look Like Christmas,"362,400",0.341,0.376,3.0,-9.326,1.0,0.0306,0.716,0.000263,0.0926,0.527,95.51799999999999,spotify:track:2iC7gWtfuUKCvF8WNImpKK,186440.0,4.0,8.0
143928,145,2018-12-24,Bad Bunny,Caro,"360,472",0.6509999999999999,0.575,0.0,-7.739,1.0,0.299,0.627,0.000202,0.0961,0.248,160.007,spotify:track:6it15CsDlkqB7N4lF0C1qM,229456.0,4.0,6.0
143935,152,2018-12-24,Christina Aguilera,This Christmas,"352,566",0.575,0.7440000000000001,1.0,-5.466,1.0,0.0603,0.0687,0.0,0.0723,0.701,183.79,spotify:track:32h59T8q2SonUPJ006lyXt,241507.0,4.0,4.0
143941,158,2018-12-24,Shakin' Stevens,Merry Christmas Everyone - Remastered,"342,542",0.391,0.8,11.0,-3.8489999999999998,1.0,0.0599,0.235,9.71e-05,0.325,0.826,89.14399999999999,spotify:track:40OdmhBwxj3X4mZ9B5g7z6,197667.0,4.0,2.0
143946,163,2018-12-24,Bad Bunny,Otra Noche en Miami,"338,590",0.514,0.6459999999999999,1.0,-8.833,1.0,0.275,0.19699999999999998,2.3e-05,0.0958,0.297,88.661,spotify:track:4vCAzANUWDE24URV6wQ4ra,233128.0,4.0,5.0
143948,165,2018-12-24,Leona Lewis,One More Sleep,"330,073",0.6409999999999999,0.794,11.0,-4.906000000000001,1.0,0.0369,0.49700000000000005,0.0,0.32899999999999996,0.767,112.994,spotify:track:1kCMRwtyaXZRWhe2scYcBL,239600.0,4.0,5.0
143954,171,2018-12-24,Bad Bunny,Si Estuviésemos Juntos,"322,519",0.672,0.594,1.0,-6.813,0.0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,spotify:track:35wvL50xvKpCHEJPxLOLPI,169248.0,4.0,3.0
143961,178,2018-12-24,Bad Bunny,La Romana,"308,706",0.655,0.725,0.0,-5.497000000000001,1.0,0.188,0.0327,0.00264,0.0611,0.326,125.8,spotify:track:1khmgu0pveJbkbpbkyvcQv,300579.0,4.0,5.0
143964,181,2018-12-24,Johnny Mathis,Sleigh Ride,"306,371",0.605,0.664,1.0,-8.95,1.0,0.0274,0.698,0.0,0.121,0.8859999999999999,103.178,spotify:track:6XAdcAseYtijN0QUnQFsH2,178720.0,4.0,2.0
143965,182,2018-12-24,Bad Bunny,Tenemos Que Hablar,"306,166",0.855,0.512,11.0,-8.165,1.0,0.0534,0.146,0.0008539999999999999,0.107,0.14400000000000002,146.075,spotify:track:5VQpJ2AY2iMzrRZKgcvNjh,224512.0,4.0,2.0
143967,184,2018-12-24,Devin Dawson,Christmas Time Is Here - Recorded at Sound Emporium Nashville,"305,378",0.431,0.195,5.0,-13.207,1.0,0.0518,0.802,0.0,0.0862,0.157,80.983,spotify:track:1dinW5tLGDdPhxtW8vMkUn,204347.0,3.0,2.0
